Date,Location,Age,Gender,Married,Occupation,Total Spend
13/10/2020,Pune,25,Female,Yes,IT,170
13/10/2020,Chennai,30,Male,No,IT,290
13/10/2020,Delhi,32,Female,Yes,Student,130
14/10/2020,Delhi,29,Male,Yes,Doc,230
14/10/2020,Mumbai,37,Female,No,Doc,220
14/10/2020,Delhi,42,Male,No,Doc,120
14/10/2020,Ahmedabad,27,Female,Yes,IT,180
14/10/2020,Ahmedabad,38,Female,Yes,Student,300
15/10/2020,Pune,32,Female,No,Doc,360
15/10/2020,Mumbai,38,Female,Yes,Doc,190
15/10/2020,Delhi,29,Female,Yes,Student,200
15/10/2020,Mumbai,41,Male,Yes,Doc,170
15/10/2020,Bangalore,40,Male,No,Doc,440
16/10/2020,Bangalore,34,Female,No,Student,350
16/10/2020,Mumbai,26,Male,No,Doc,200
16/10/2020,Ahmedabad,40,Female,Yes,Student,150
16/10/2020,Chennai,33,Female,Yes,IT,530
17/10/2020,Bangalore,28,Male,No,IT,280
17/10/2020,Delhi,42,Female,Yes,IT,490
17/10/2020,Hyderabad,27,Bigender,Yes,IT,300
17/10/2020,Kolkata,42,Male,Yes,Student,440
18/10/2020,Bangalore,40,Female,No,Student,340
18/10/2020,Kolkata,43,Polygender,No,Doc,250
18/10/2020,Kolkata,35,Female,Yes,Doc,160
18/10/2020,Mumbai,43,Female,No,Student,470
18/10/2020,Kolkata,40,Male,No,Student,130
18/10/2020,Ahmedabad,36,Female,No,Doc,320
18/10/2020,Hyderabad,32,Male,No,IT,310
18/10/2020,Delhi,42,Male,Yes,Doc,220
18/10/2020,Chennai,27,Female,Yes,Doc,190
18/10/2020,Pune,30,Female,Yes,IT,200
19/10/2020,Ahmedabad,30,Male,Yes,Doc,370
19/10/2020,Delhi,30,Female,Yes,IT,220
19/10/2020,Ahmedabad,27,Male,No,Student,420
19/10/2020,Mumbai,41,Male,No,Student,130
19/10/2020,Hyderabad,40,Female,No,IT,110
19/10/2020,Kolkata,35,Female,Yes,Student,410
19/10/2020,Chennai,25,Bigender,Yes,Doc,290
20/10/2020,Chennai,31,Male,No,Student,240
20/10/2020,Kolkata,27,Genderfluid,Yes,IT,160
20/10/2020,Delhi,30,Male,Yes,Doc,390
20/10/2020,Hyderabad,40,Male,Yes,IT,170
20/10/2020,Ahmedabad,41,Female,No,Student,270
21/10/2020,Bangalore,25,Female,No,Student,440
21/10/2020,Kolkata,29,Male,No,Doc,470
21/10/2020,Kolkata,36,Female,Yes,Student,350
21/10/2020,Chennai,30,Female,No,Doc,340
22/10/2020,Delhi,33,Male,Yes,Student,120
22/10/2020,Delhi,30,Male,No,Student,190
22/10/2020,Kolkata,34,Male,Yes,Student,440
22/10/2020,Mumbai,38,Female,No,IT,410
22/10/2020,Pune,27,Female,Yes,Doc,460
22/10/2020,Ahmedabad,39,Female,No,Student,190
22/10/2020,Mumbai,42,Male,No,Doc,380
22/10/2020,Chennai,25,Male,Yes,Doc,490
23/10/2020,Pune,36,Female,Yes,Doc,510
23/10/2020,Mumbai,37,Male,Yes,Doc,530
24/10/2020,Chennai,27,Male,Yes,Student,200
24/10/2020,Hyderabad,42,Male,Yes,IT,230
24/10/2020,Bangalore,42,Female,No,IT,340
24/10/2020,Bangalore,42,Female,No,Student,490
24/10/2020,Ahmedabad,26,Female,Yes,Student,270
24/10/2020,Delhi,39,Male,No,Student,130
25/10/2020,Delhi,40,Female,No,IT,340
25/10/2020,Chennai,41,Male,Yes,Student,400
25/10/2020,Mumbai,37,Female,No,Doc,240
25/10/2020,Chennai,34,Male,Yes,Student,300
26/10/2020,Kolkata,43,Female,Yes,IT,360
26/10/2020,Pune,26,Female,No,Student,460
26/10/2020,Mumbai,25,Male,Yes,Doc,390
26/10/2020,Hyderabad,41,Female,No,Doc,440
26/10/2020,Mumbai,42,Female,No,Doc,360
26/10/2020,Chennai,29,Female,No,Student,240
26/10/2020,Ahmedabad,34,Male,No,IT,400
26/10/2020,Bangalore,35,Male,Yes,Doc,480
27/10/2020,Pune,28,Female,No,IT,320
27/10/2020,Bangalore,40,Female,No,Doc,410
27/10/2020,Bangalore,26,Male,No,IT,170
28/10/2020,Ahmedabad,26,Female,Yes,IT,350
28/10/2020,Kolkata,39,Male,Yes,Student,320
28/10/2020,Kolkata,34,Male,No,Doc,230
28/10/2020,Delhi,27,Female,Yes,IT,520
28/10/2020,Delhi,29,Female,No,Doc,480
28/10/2020,Kolkata,32,Male,Yes,IT,450
29/10/2020,Kolkata,33,Female,No,Doc,140
29/10/2020,Hyderabad,27,Male,No,Doc,280
29/10/2020,Bangalore,39,Female,Yes,Doc,510
29/10/2020,Chennai,41,Female,No,IT,240
29/10/2020,Ahmedabad,37,Bigender,Yes,IT,510
30/10/2020,Mumbai,42,Female,No,Student,190
30/10/2020,Mumbai,25,Female,Yes,Doc,310
30/10/2020,Chennai,37,Male,No,IT,410
30/10/2020,Delhi,39,Male,Yes,Doc,270
30/10/2020,Ahmedabad,42,Male,No,Doc,230
30/10/2020,Kolkata,35,Male,Yes,Doc,160
31/10/2020,Hyderabad,29,Female,No,Doc,160
31/10/2020,Pune,42,Non-binary,Yes,Student,140
31/10/2020,Pune,29,Female,No,IT,490
01/11/2020,Chennai,29,Male,Yes,IT,420
01/11/2020,Kolkata,37,Female,Yes,Student,380
02/11/2020,Hyderabad,43,Male,No,Doc,510
02/11/2020,Mumbai,25,Male,Yes,Student,280
02/11/2020,Mumbai,31,Male,No,IT,120
02/11/2020,Ahmedabad,34,Female,No,IT,470
02/11/2020,Mumbai,38,Male,Yes,Student,160
03/11/2020,Mumbai,35,Female,No,Doc,140
03/11/2020,Chennai,39,Female,Yes,IT,150
03/11/2020,Mumbai,32,Female,No,Doc,160
03/11/2020,Hyderabad,31,Male,Yes,Doc,430
04/11/2020,Delhi,39,Female,No,Student,400
04/11/2020,Kolkata,42,Male,Yes,Student,440
04/11/2020,Ahmedabad,42,Female,Yes,Student,480
04/11/2020,Hyderabad,29,Female,Yes,Student,290
04/11/2020,Ahmedabad,39,Male,Yes,Doc,110
04/11/2020,Ahmedabad,33,Male,No,Student,400
05/11/2020,Hyderabad,26,Female,Yes,Student,520
05/11/2020,Chennai,43,Male,Yes,IT,320
05/11/2020,Mumbai,30,Male,Yes,Student,170
05/11/2020,Kolkata,25,Male,Yes,Student,450
05/11/2020,Kolkata,39,Female,Yes,Doc,480
06/11/2020,Ahmedabad,27,Female,Yes,Doc,130
06/11/2020,Delhi,30,Male,Yes,Doc,250
06/11/2020,Mumbai,31,Female,Yes,Doc,340
06/11/2020,Chennai,25,Male,No,Doc,300
06/11/2020,Bangalore,43,Female,Yes,IT,240
08/11/2020,Kolkata,39,Female,No,IT,390
08/11/2020,Delhi,34,Female,No,Student,500
08/11/2020,Pune,37,Male,No,Doc,380
08/11/2020,Kolkata,32,Female,No,IT,410
08/11/2020,Ahmedabad,43,Male,No,Student,430
09/11/2020,Mumbai,37,Female,Yes,Doc,120
09/11/2020,Kolkata,38,Male,Yes,Student,300
09/11/2020,Mumbai,33,Male,No,IT,300
09/11/2020,Kolkata,25,Male,No,Student,290
09/11/2020,Pune,40,Female,No,IT,140
09/11/2020,Kolkata,34,Male,Yes,Doc,260
10/11/2020,Hyderabad,28,Female,Yes,Doc,390
10/11/2020,Kolkata,27,Male,Yes,Doc,220
10/11/2020,Kolkata,32,Female,Yes,Doc,270
10/11/2020,Delhi,37,Male,No,IT,410
10/11/2020,Hyderabad,37,Bigender,No,IT,300
10/11/2020,Ahmedabad,42,Female,Yes,Doc,200
11/11/2020,Bangalore,34,Female,Yes,Doc,300
11/11/2020,Pune,27,Non-binary,Yes,Doc,230
11/11/2020,Ahmedabad,29,Agender,No,Student,430
11/11/2020,Pune,41,Female,Yes,IT,290
11/11/2020,Mumbai,32,Male,No,Doc,430
11/11/2020,Ahmedabad,26,Female,Yes,Student,300
11/11/2020,Hyderabad,27,Male,No,IT,400
11/11/2020,Chennai,43,Female,Yes,IT,340
11/11/2020,Delhi,38,Female,No,IT,170
11/11/2020,Delhi,38,Male,Yes,IT,430
11/11/2020,Ahmedabad,42,Female,Yes,Doc,400
12/11/2020,Mumbai,41,Female,Yes,Doc,140
12/11/2020,Chennai,43,Male,No,IT,410
12/11/2020,Delhi,26,Male,Yes,Doc,280
12/11/2020,Bangalore,40,Female,Yes,Doc,280
12/11/2020,Delhi,27,Male,Yes,Doc,520
12/11/2020,Hyderabad,27,Female,Yes,Doc,430
12/11/2020,Kolkata,26,Female,Yes,Student,120
13/11/2020,Pune,31,Male,No,IT,330
13/11/2020,Hyderabad,29,Male,No,Student,340
14/11/2020,Hyderabad,34,Male,No,IT,350
15/11/2020,Ahmedabad,42,Bigender,No,Student,200
15/11/2020,Pune,26,Male,Yes,Doc,520
15/11/2020,Chennai,40,Genderfluid,Yes,IT,530
15/11/2020,Mumbai,25,Female,Yes,Student,330
15/11/2020,Chennai,34,Male,Yes,Doc,230
16/11/2020,Kolkata,28,Male,No,Student,380
16/11/2020,Kolkata,39,Male,Yes,Doc,180
17/11/2020,Chennai,42,Female,No,Doc,480
17/11/2020,Kolkata,31,Male,Yes,Doc,490
17/11/2020,Ahmedabad,30,Male,No,Doc,130
18/11/2020,Mumbai,42,Genderqueer,Yes,Student,130
18/11/2020,Ahmedabad,42,Female,No,Student,430
18/11/2020,Kolkata,33,Female,Yes,Student,270
18/11/2020,Hyderabad,27,Female,No,Student,400
18/11/2020,Bangalore,29,Male,No,IT,220
18/11/2020,Delhi,32,Female,No,Student,400
18/11/2020,Pune,36,Female,Yes,IT,340
19/11/2020,Bangalore,33,Female,No,IT,170
19/11/2020,Mumbai,27,Female,Yes,Student,290
19/11/2020,Hyderabad,41,Male,No,Doc,230
19/11/2020,Chennai,42,Male,Yes,Doc,240
20/11/2020,Mumbai,33,Female,Yes,Doc,140
20/11/2020,Ahmedabad,41,Female,Yes,IT,170
20/11/2020,Bangalore,34,Female,Yes,Doc,240
20/11/2020,Mumbai,28,Bigender,Yes,Student,390
20/11/2020,Ahmedabad,29,Male,Yes,Doc,380
21/11/2020,Pune,34,Male,No,Student,510
21/11/2020,Hyderabad,42,Male,Yes,Doc,510
21/11/2020,Mumbai,40,Female,Yes,Doc,270
21/11/2020,Delhi,25,Female,Yes,Doc,180
21/11/2020,Hyderabad,36,Male,Yes,Student,520
21/11/2020,Kolkata,38,Female,No,IT,510
21/11/2020,Hyderabad,30,Male,No,Doc,180
21/11/2020,Pune,29,Female,No,IT,270
22/11/2020,Hyderabad,29,Agender,No,Doc,300
22/11/2020,Delhi,42,Agender,Yes,Student,530
22/11/2020,Hyderabad,43,Male,Yes,Student,160
23/11/2020,Ahmedabad,35,Female,Yes,Doc,400
23/11/2020,Mumbai,29,Male,No,Doc,330
23/11/2020,Chennai,38,Female,Yes,Doc,490
23/11/2020,Ahmedabad,41,Male,No,Doc,390
24/11/2020,Pune,31,Male,Yes,IT,340
24/11/2020,Mumbai,25,Male,No,Student,220
24/11/2020,Mumbai,43,Genderqueer,Yes,Doc,480
24/11/2020,Hyderabad,34,Male,Yes,Doc,380
24/11/2020,Pune,25,Male,Yes,IT,280
24/11/2020,Delhi,38,Male,Yes,Student,200
24/11/2020,Kolkata,41,Male,Yes,IT,250
25/11/2020,Hyderabad,39,Female,No,Student,270
25/11/2020,Bangalore,30,Female,Yes,IT,260
25/11/2020,Bangalore,32,Male,No,Doc,200
25/11/2020,Delhi,26,Male,No,IT,110
25/11/2020,Delhi,36,Female,Yes,Doc,460
26/11/2020,Chennai,32,Male,No,IT,140
26/11/2020,Chennai,28,Female,No,Student,520
26/11/2020,Ahmedabad,37,Female,Yes,IT,330
26/11/2020,Kolkata,36,Male,No,IT,500
27/11/2020,Hyderabad,39,Male,No,Doc,490
27/11/2020,Mumbai,38,Female,Yes,IT,260
27/11/2020,Bangalore,35,Polygender,Yes,IT,340
27/11/2020,Pune,40,Polygender,No,IT,250
27/11/2020,Delhi,26,Male,Yes,IT,450
27/11/2020,Mumbai,40,Non-binary,No,Student,170
27/11/2020,Pune,28,Male,Yes,IT,180
28/11/2020,Delhi,35,Male,No,Student,230
28/11/2020,Pune,30,Male,No,IT,250
28/11/2020,Kolkata,30,Polygender,Yes,Doc,180
29/11/2020,Pune,43,Male,Yes,IT,240
29/11/2020,Delhi,37,Male,No,Student,190
29/11/2020,Hyderabad,25,Male,No,Student,290
29/11/2020,Kolkata,27,Female,Yes,IT,420
30/11/2020,Hyderabad,36,Genderfluid,Yes,Doc,440
30/11/2020,Hyderabad,42,Female,No,Doc,460
30/11/2020,Bangalore,38,Female,Yes,Doc,500
01/12/2020,Kolkata,32,Polygender,No,Student,210
01/12/2020,Chennai,27,Genderqueer,Yes,Doc,290
01/12/2020,Kolkata,35,Female,No,Student,390
01/12/2020,Hyderabad,36,Male,No,Doc,450
01/12/2020,Hyderabad,43,Male,No,Student,490
01/12/2020,Pune,34,Male,Yes,IT,450
01/12/2020,Kolkata,33,Genderqueer,No,IT,300
01/12/2020,Kolkata,28,Female,No,IT,210
01/12/2020,Hyderabad,36,Female,Yes,Doc,190
02/12/2020,Kolkata,31,Male,No,IT,190
02/12/2020,Delhi,28,Female,Yes,IT,410
02/12/2020,Ahmedabad,35,Female,No,Student,140
02/12/2020,Pune,42,Female,No,Doc,130
02/12/2020,Bangalore,35,Female,No,IT,280
03/12/2020,Delhi,33,Female,No,Student,190
03/12/2020,Ahmedabad,29,Female,Yes,Student,380
03/12/2020,Chennai,28,Female,No,Doc,310
03/12/2020,Chennai,31,Female,Yes,IT,270
03/12/2020,Bangalore,38,Male,No,Student,340
04/12/2020,Bangalore,33,Genderfluid,No,IT,500
04/12/2020,Mumbai,27,Female,No,Doc,410
04/12/2020,Hyderabad,43,Female,Yes,Student,270
04/12/2020,Kolkata,41,Bigender,No,Doc,180
04/12/2020,Mumbai,25,Non-binary,No,Student,190
05/12/2020,Bangalore,29,Female,No,Doc,120
05/12/2020,Hyderabad,26,Female,No,Doc,290
05/12/2020,Bangalore,27,Male,Yes,Student,510
05/12/2020,Ahmedabad,34,Female,No,Student,230
05/12/2020,Kolkata,42,Male,No,Student,130
05/12/2020,Mumbai,27,Male,No,IT,170
06/12/2020,Ahmedabad,40,Male,No,Student,280
06/12/2020,Bangalore,42,Male,Yes,Student,140
06/12/2020,Chennai,33,Female,Yes,IT,210
06/12/2020,Hyderabad,43,Male,No,IT,270
06/12/2020,Ahmedabad,29,Male,Yes,IT,110
06/12/2020,Hyderabad,43,Male,Yes,IT,300
06/12/2020,Mumbai,36,Female,Yes,Doc,500
06/12/2020,Ahmedabad,41,Female,No,Doc,490
07/12/2020,Bangalore,35,Female,No,Student,390
07/12/2020,Mumbai,29,Male,Yes,Doc,280
07/12/2020,Pune,41,Female,Yes,Doc,420
07/12/2020,Delhi,36,Male,Yes,Student,420
07/12/2020,Kolkata,37,Male,Yes,IT,280
07/12/2020,Pune,39,Female,No,IT,420
08/12/2020,Delhi,42,Male,Yes,IT,430
08/12/2020,Hyderabad,34,Male,Yes,Student,150
08/12/2020,Bangalore,34,Male,No,Student,390
08/12/2020,Delhi,30,Female,No,Doc,170
08/12/2020,Delhi,36,Male,No,Student,500
08/12/2020,Hyderabad,32,Female,Yes,Doc,240
09/12/2020,Chennai,35,Female,Yes,Student,250
09/12/2020,Mumbai,36,Male,Yes,IT,530
09/12/2020,Mumbai,39,Male,Yes,Doc,480
09/12/2020,Delhi,27,Female,Yes,IT,310
10/12/2020,Mumbai,30,Female,No,Doc,380
10/12/2020,Ahmedabad,42,Male,No,IT,380
11/12/2020,Hyderabad,36,Female,Yes,Doc,200
11/12/2020,Pune,41,Male,No,Student,490
11/12/2020,Bangalore,42,Female,No,Doc,260
12/12/2020,Mumbai,37,Male,Yes,Doc,210
12/12/2020,Chennai,29,Male,Yes,Doc,510
12/12/2020,Kolkata,40,Female,No,IT,480
12/12/2020,Ahmedabad,26,Male,Yes,IT,460
12/12/2020,Bangalore,36,Female,Yes,Doc,530
12/12/2020,Ahmedabad,36,Bigender,Yes,IT,430
12/12/2020,Bangalore,25,Female,Yes,Doc,500
12/12/2020,Delhi,41,Male,Yes,IT,280
13/12/2020,Chennai,33,Male,Yes,Doc,200
13/12/2020,Pune,36,Male,No,Doc,320
13/12/2020,Delhi,38,Female,No,Student,400
13/12/2020,Delhi,31,Male,Yes,IT,120
14/12/2020,Pune,33,Female,No,IT,220
14/12/2020,Chennai,43,Female,No,IT,150
14/12/2020,Bangalore,29,Female,No,Doc,410
14/12/2020,Pune,40,Female,No,IT,520
14/12/2020,Bangalore,37,Female,Yes,IT,390
14/12/2020,Chennai,32,Female,No,Doc,130
14/12/2020,Kolkata,41,Male,No,Doc,420
14/12/2020,Delhi,40,Male,Yes,Doc,270
15/12/2020,Ahmedabad,26,Male,Yes,IT,530
15/12/2020,Pune,34,Male,Yes,Student,220
15/12/2020,Chennai,29,Female,Yes,IT,170
15/12/2020,Hyderabad,38,Female,Yes,Student,520
15/12/2020,Mumbai,35,Female,No,Student,330
15/12/2020,Ahmedabad,25,Female,No,IT,290
15/12/2020,Bangalore,39,Male,Yes,Doc,400
15/12/2020,Hyderabad,37,Female,No,Student,310
16/12/2020,Bangalore,34,Female,No,Doc,420
16/12/2020,Bangalore,37,Female,Yes,Doc,250
16/12/2020,Kolkata,39,Male,No,Doc,360
16/12/2020,Hyderabad,30,Male,Yes,Student,300
16/12/2020,Chennai,42,Male,No,Student,380
16/12/2020,Mumbai,28,Male,Yes,Student,480
16/12/2020,Pune,35,Male,No,Student,240
17/12/2020,Ahmedabad,28,Female,No,IT,530
17/12/2020,Bangalore,38,Female,No,Student,230
17/12/2020,Delhi,31,Female,Yes,Doc,200
18/12/2020,Bangalore,36,Genderfluid,No,IT,290
18/12/2020,Ahmedabad,31,Male,No,Doc,210
18/12/2020,Bangalore,43,Female,No,Doc,320
18/12/2020,Chennai,26,Male,Yes,Doc,260
19/12/2020,Mumbai,28,Male,No,Student,330
19/12/2020,Chennai,35,Female,Yes,Doc,120
19/12/2020,Ahmedabad,35,Male,Yes,Doc,170
19/12/2020,Hyderabad,33,Female,No,IT,120
19/12/2020,Kolkata,30,Male,No,Student,110
19/12/2020,Pune,38,Female,Yes,IT,430
20/12/2020,Delhi,35,Male,Yes,IT,230
20/12/2020,Pune,39,Male,Yes,IT,300
20/12/2020,Chennai,35,Male,Yes,IT,450
20/12/2020,Hyderabad,31,Male,No,IT,190
20/12/2020,Ahmedabad,38,Male,No,Student,280
21/12/2020,Mumbai,28,Agender,No,IT,200
21/12/2020,Kolkata,39,Female,No,Doc,120
21/12/2020,Bangalore,27,Female,No,Student,520
21/12/2020,Hyderabad,35,Male,No,Doc,330
21/12/2020,Pune,34,Male,No,Student,310
22/12/2020,Bangalore,27,Female,No,Student,280
22/12/2020,Mumbai,29,Female,Yes,Doc,340
22/12/2020,Bangalore,41,Male,No,Student,510
23/12/2020,Ahmedabad,32,Genderfluid,Yes,Doc,120
23/12/2020,Bangalore,30,Female,Yes,IT,290
23/12/2020,Ahmedabad,42,Female,No,IT,470
23/12/2020,Mumbai,30,Female,No,Student,210
23/12/2020,Chennai,36,Polygender,Yes,Doc,120
24/12/2020,Bangalore,28,Female,Yes,Student,510
24/12/2020,Bangalore,33,Male,No,Student,150
24/12/2020,Bangalore,30,Male,Yes,IT,470
24/12/2020,Hyderabad,26,Male,No,Student,270
24/12/2020,Delhi,31,Male,No,Doc,110
24/12/2020,Mumbai,42,Female,No,IT,120
24/12/2020,Pune,41,Female,Yes,Student,200
24/12/2020,Hyderabad,41,Female,Yes,IT,290
24/12/2020,Hyderabad,32,Female,Yes,Student,490
25/12/2020,Bangalore,41,Male,No,IT,400
25/12/2020,Delhi,41,Male,Yes,IT,160
25/12/2020,Ahmedabad,27,Genderfluid,No,IT,510
25/12/2020,Chennai,27,Male,Yes,IT,360
25/12/2020,Pune,36,Male,No,Doc,300
25/12/2020,Delhi,36,Non-binary,Yes,Student,310
25/12/2020,Ahmedabad,39,Female,Yes,IT,330
26/12/2020,Hyderabad,29,Female,Yes,Student,470
26/12/2020,Hyderabad,33,Female,No,Student,510
26/12/2020,Hyderabad,25,Male,Yes,Doc,230
26/12/2020,Hyderabad,39,Genderfluid,No,IT,510
26/12/2020,Bangalore,43,Female,No,Doc,380
26/12/2020,Pune,29,Male,No,Doc,410
26/12/2020,Delhi,36,Female,Yes,Student,180
26/12/2020,Chennai,27,Female,No,IT,140
27/12/2020,Ahmedabad,31,Male,Yes,IT,180
27/12/2020,Hyderabad,37,Female,Yes,IT,180
27/12/2020,Hyderabad,26,Female,No,Student,290
27/12/2020,Kolkata,34,Female,No,Student,510
27/12/2020,Delhi,27,Male,Yes,Student,410
27/12/2020,Delhi,34,Female,No,Student,510
27/12/2020,Ahmedabad,43,Female,Yes,Student,490
27/12/2020,Chennai,39,Male,Yes,Student,290
28/12/2020,Bangalore,36,Female,Yes,IT,160
28/12/2020,Bangalore,28,Male,No,Student,250
28/12/2020,Chennai,37,Female,No,Doc,420
28/12/2020,Chennai,42,Male,No,Doc,210
28/12/2020,Hyderabad,43,Male,No,Student,460
28/12/2020,Bangalore,31,Male,No,Doc,350
28/12/2020,Hyderabad,35,Female,Yes,Student,470
28/12/2020,Hyderabad,26,Female,No,Student,170
28/12/2020,Mumbai,40,Polygender,No,Student,410
28/12/2020,Bangalore,26,Female,No,Student,480
29/12/2020,Ahmedabad,33,Female,Yes,IT,260
29/12/2020,Bangalore,25,Female,Yes,Doc,440
29/12/2020,Bangalore,40,Male,No,Doc,240
30/12/2020,Ahmedabad,42,Female,Yes,IT,170
30/12/2020,Mumbai,30,Female,Yes,Doc,230
30/12/2020,Bangalore,42,Male,Yes,Doc,250
30/12/2020,Ahmedabad,29,Female,No,Student,170
31/12/2020,Bangalore,31,Male,Yes,Doc,250
31/12/2020,Hyderabad,29,Female,Yes,IT,530
31/12/2020,Kolkata,26,Male,No,Student,210
31/12/2020,Chennai,28,Male,No,Doc,260
31/12/2020,Kolkata,35,Male,Yes,Doc,380
31/12/2020,Chennai,28,Female,Yes,Student,160
31/12/2020,Chennai,42,Male,Yes,IT,470
31/12/2020,Hyderabad,31,Male,Yes,Student,450
01/01/2021,Delhi,29,Female,No,Doc,380
01/01/2021,Delhi,38,Female,Yes,IT,470
01/01/2021,Chennai,30,Female,Yes,Student,290
01/01/2021,Mumbai,27,Non-binary,No,Student,270
01/01/2021,Ahmedabad,37,Female,No,Doc,270
01/01/2021,Ahmedabad,40,Genderfluid,Yes,Student,230
02/01/2021,Mumbai,42,Non-binary,No,Student,340
02/01/2021,Kolkata,25,Female,Yes,IT,150
02/01/2021,Ahmedabad,33,Male,No,IT,240
02/01/2021,Chennai,30,Male,No,Doc,330
02/01/2021,Chennai,33,Female,No,Doc,230
02/01/2021,Pune,29,Female,Yes,IT,440
03/01/2021,Bangalore,28,Female,Yes,IT,410
03/01/2021,Bangalore,34,Male,Yes,Doc,390
03/01/2021,Hyderabad,33,Female,No,IT,430
03/01/2021,Delhi,43,Female,No,Doc,110
03/01/2021,Bangalore,36,Female,Yes,Student,140
04/01/2021,Mumbai,32,Female,Yes,Doc,350
04/01/2021,Ahmedabad,35,Male,Yes,Doc,280
04/01/2021,Pune,33,Male,No,IT,280
04/01/2021,Ahmedabad,40,Bigender,Yes,Student,180
04/01/2021,Bangalore,32,Female,Yes,Student,220
04/01/2021,Kolkata,29,Genderfluid,No,Student,450
05/01/2021,Delhi,25,Male,Yes,IT,520
05/01/2021,Mumbai,41,Male,Yes,Doc,370
05/01/2021,Chennai,41,Male,No,IT,130
05/01/2021,Mumbai,26,Male,No,IT,490
05/01/2021,Ahmedabad,38,Male,Yes,Student,480
06/01/2021,Pune,27,Female,Yes,IT,230
06/01/2021,Pune,42,Female,No,Doc,390
06/01/2021,Bangalore,41,Male,No,Student,220
06/01/2021,Ahmedabad,31,Female,No,Doc,170
06/01/2021,Kolkata,32,Female,No,Doc,270
06/01/2021,Mumbai,30,Genderqueer,Yes,Doc,490
06/01/2021,Kolkata,30,Female,Yes,IT,190
06/01/2021,Mumbai,42,Male,Yes,Student,450
07/01/2021,Kolkata,34,Male,No,Doc,380
07/01/2021,Ahmedabad,36,Polygender,No,Doc,520
07/01/2021,Ahmedabad,38,Genderfluid,Yes,Doc,270
07/01/2021,Ahmedabad,43,Female,Yes,IT,110
07/01/2021,Chennai,25,Female,Yes,Student,380
07/01/2021,Delhi,36,Non-binary,Yes,Doc,440
07/01/2021,Mumbai,38,Female,No,IT,240
07/01/2021,Pune,38,Male,Yes,IT,330
08/01/2021,Chennai,37,Male,Yes,Doc,200
08/01/2021,Hyderabad,39,Male,Yes,IT,420
08/01/2021,Chennai,35,Male,Yes,Student,240
09/01/2021,Bangalore,38,Male,Yes,Student,130
09/01/2021,Bangalore,36,Male,No,Doc,150
09/01/2021,Hyderabad,30,Male,No,IT,310
09/01/2021,Chennai,35,Female,No,IT,490
09/01/2021,Pune,41,Female,No,IT,290
09/01/2021,Mumbai,34,Male,Yes,Student,400
10/01/2021,Delhi,30,Male,No,IT,320
10/01/2021,Hyderabad,32,Agender,No,Student,390
10/01/2021,Bangalore,27,Male,Yes,IT,410
10/01/2021,Delhi,32,Male,No,Student,480
10/01/2021,Mumbai,32,Genderqueer,Yes,Student,510
10/01/2021,Kolkata,39,Male,Yes,Student,390
10/01/2021,Pune,35,Female,Yes,Doc,360
10/01/2021,Kolkata,38,Male,No,Doc,170
10/01/2021,Pune,29,Male,No,Doc,390
10/01/2021,Ahmedabad,33,Genderfluid,No,Doc,400
10/01/2021,Mumbai,37,Female,No,Doc,190
11/01/2021,Hyderabad,25,Female,No,IT,380
11/01/2021,Delhi,33,Female,Yes,IT,440
11/01/2021,Pune,35,Male,Yes,IT,530
11/01/2021,Bangalore,40,Female,Yes,IT,490
11/01/2021,Chennai,38,Female,Yes,Doc,300
11/01/2021,Pune,32,Male,No,Doc,450
11/01/2021,Chennai,39,Genderqueer,No,IT,530
11/01/2021,Mumbai,32,Female,No,Doc,200
11/01/2021,Hyderabad,37,Male,No,Doc,500
12/01/2021,Pune,39,Male,Yes,IT,110
12/01/2021,Hyderabad,38,Male,No,Doc,250
12/01/2021,Pune,42,Male,Yes,IT,180
12/01/2021,Hyderabad,27,Female,No,IT,370
12/01/2021,Chennai,26,Female,No,Student,190
12/01/2021,Hyderabad,31,Agender,No,Student,220
13/01/2021,Bangalore,41,Male,No,Student,450
13/01/2021,Ahmedabad,33,Male,Yes,IT,150
13/01/2021,Hyderabad,27,Male,No,Student,470
13/01/2021,Pune,25,Male,No,IT,170
13/01/2021,Chennai,32,Male,No,IT,410
13/01/2021,Delhi,26,Female,Yes,Doc,530
13/01/2021,Ahmedabad,38,Female,No,Doc,110
14/01/2021,Chennai,38,Male,Yes,Student,290
14/01/2021,Ahmedabad,35,Male,Yes,IT,480
14/01/2021,Bangalore,32,Male,Yes,Student,220
15/01/2021,Hyderabad,34,Male,No,IT,170
15/01/2021,Kolkata,30,Female,No,IT,500
15/01/2021,Delhi,26,Female,No,IT,110
15/01/2021,Hyderabad,32,Female,Yes,Student,180
16/01/2021,Mumbai,35,Female,No,IT,270
16/01/2021,Chennai,34,Female,Yes,IT,400
16/01/2021,Ahmedabad,34,Female,No,Doc,480
16/01/2021,Pune,31,Female,No,Student,170
16/01/2021,Bangalore,36,Female,No,IT,500
16/01/2021,Kolkata,32,Female,Yes,IT,270
16/01/2021,Ahmedabad,42,Male,Yes,Doc,330
17/01/2021,Kolkata,43,Male,Yes,Doc,330
17/01/2021,Hyderabad,26,Polygender,Yes,IT,240
17/01/2021,Kolkata,37,Female,No,IT,240
17/01/2021,Mumbai,31,Female,No,Student,260
17/01/2021,Delhi,43,Male,No,Student,430
17/01/2021,Kolkata,28,Agender,Yes,IT,180
